concat;Age;NSC;moy MoCA;ET MoCA;C50 MoCA;C5 MoCA;moy 3RL;ET 3RL;C50 RL;C5 3RL;moy 3RT;ET 3RT;C50 3RT;C5 3RT;Fluences (P);ET (P);C50 Fluences (P);C5 Fluences (P);Fluences ANIMX;ET (ANIMX);C50 Animx;C5 ANIMX;TMT A (tps moy);TMTA (Tps ET);TMT A C50;TMT A C5;TMTA m(err);TMTA ET(err);TMT B (tps moy);TMTB(Tps ET); TMT B C50;TMTB C5;TMTB m(err);TMTB ET(err);TMTB m(errP) ;TMTB ET(errP) ;STROOP m(déno);STROOP ET(Déno);Déno C50;Déno C5;Stroop m(Lect);ET (lecture);lecture C50;Lecture C5;m (interférence);ET (interférence);C50 interférence;C5 interférence;m int-déno;ET int-déno;int-Déno C50;int-Déno C5;code C50;code C5;SLC C50;SLC C5;Pasat C50;Pasat C5
401;40;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
411;41;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
421;42;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
431;43;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
441;44;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
451;45;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
461;46;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
471;47;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
481;48;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
491;49;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
501;50;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
511;51;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
521;52;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
531;53;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
541;54;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;67;43;11;5;;
551;55;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;56;36;10;5;;
561;56;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;56;36;10;5;;
571;57;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;56;36;10;5;;
581;58;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;56;36;10;5;;
591;59;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;41;22;34;98;0.02;0.16;99;42;93;186;0.34;0.76;0.2;0.56;62;12;59;92;45;9;44;62;117;27;118;193;55;21;55;104;56;36;10;5;;
601;60;1;25.9;2.7;26;21.4;31;6;32;21.1;44.5;4.9;46;38.6;12.5;4.2;12;5.6;18.9;4.5;19;11.7;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;56;36;10;5;;
611;61;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;56;36;10;5;;
621;62;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;56;36;10;5;;
631;63;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;56;36;10;5;;
641;64;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;56;36;10;5;;
651;65;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;50;32;10;5;;
661;66;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;50;32;10;5;;
671;67;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;50;32;10;5;;
681;68;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;50;32;10;5;;
691;69;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;50;32;10;5;;
701;70;1;25.3;2.9;26;20.8;29.5;6.2;29.5;18;45.5;2.7;46;38;11.6;3.6;12;5.1;17.8;4.6;17;10.6;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;44;25;8;3;;
711;71;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;44;25;8;3;;
721;72;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;44;25;8;3;;
731;73;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;44;25;8;3;;
741;74;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;44;25;8;3;;
751;75;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
761;76;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
771;77;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
781;78;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
791;79;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
801;80;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
811;81;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
821;82;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
831;83;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
841;84;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
851;85;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
861;86;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
871;87;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
881;88;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
891;89;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
901;90;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
911;91;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
921;92;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
931;93;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
941;94;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
951;95;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
961;96;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
971;97;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
981;98;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
991;99;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
1001;100;1;24.3;3;25;20.4;25.3;6.2;25;15.9;44.3;3.5;45;37.6;11.1;3.7;11;4.7;17.3;4.4;16.5;9.8;56;20;55;100;0.06;0.29;153;62;143;282;0.72;1.6;0.3;0.89;74;19;67;118;48;7;48;58;178;64;171;345;105;54;83;245;38;22;7;3;;
402;40;2;26.9;2.2;27;22.6;32.8;5.7;33;22.6;45.9;3.1;47;39.8;14;4.2;14;7.7;20.6;4.4;21;13.4;42;14;42;65;0.02;0.13;89;35;81;159;0.2;0.53;0.1;0.34;65;13;62;94;46;10;45;72;118;27;113;167;53;18;46;84;67;43;11;5;;
412;41;2;26.9;2.2;27;22.6;32.8;5.7;33;22.6;45.9;3.1;47;39.8;14;4.2;14;7.7;20.6;4.4;21;13.4;42;14;42;65;0.02;0.13;89;35;81;159;0.2;0.53;0.1;0.34;65;13;62;94;46;10;45;72;118;27;113;167;53;18;46;84;67;43;11;5;;
422;42;2;26.9;2.2;27;22.6;32.8;5.7;33;22.6;45.9;3.1;47;39.8;14;4.2;14;7.7;20.6;4.4;21;13.4;42;14;42;65;0.02;0.13;89;35;81;159;0.2;0.53;0.1;0.34;65;13;62;94;46;10;45;72;118;27;113;167;53;18;46;84;67;43;11;5;;
432;43;2;26.9;2.2;27;22.6;32.8;5.7;33;22.6;45.9;3.1;47;39.8;14;4.2;14;7.7;20.6;4.4;21;13.4;42;14;42;65;0.02;0.13;89;35;81;159;0.2;0.53;0.1;0.34;65;13;62;94;46;10;45;72;118;27;113;167;53;18;46;84;67;43;11;5;;
